system,station,variant,visit,l1,kl,n_targets
RefSim-W,M5,A_a.1_b.4,2,0.32685608634151225,0.06597934118194725,2
RefSim-W,M5,A_a.2_b.1,1,0.6268560863415122,0.30542245690133435,2
RefSim-W,M5,A_a.2_b.1,2,0.6268560863415122,0.30542245690133435,2
RefSim-W,M5,A_a.2_b.2,1,0.5268560863415124,0.19379798761616063,2
RefSim-W,M5,A_a.2_b.2,2,0.5268560863415124,0.19379798761616063,2
RefSim-W,M5,A_a.2_b.3,1,0.4468560863415123,0.1315645555549557,2
RefSim-W,M5,A_a.2_b.3,2,0.4468560863415123,0.1315645555549557,2
RefSim-W,M5,A_a.2_b.4,1,0.32685608634151225,0.06597934118194725,2
RefSim-W,M5,A_a.2_b.4,2,0.32685608634151225,0.06597934118194725,2
RefSim-W,M5,B_a.1_b.1,1,0.48685608634151234,0.1604454797147584,2
RefSim-W,M5,B_a.1_b.1,2,0.48685608634151234,0.1604454797147584,2
RefSim-W,M5,B_a.1_b.2,1,0.48685608634151234,0.1604454797147584,2
RefSim-W,M5,B_a.1_b.2,2,0.48685608634151234,0.1604454797147584,2
RefSim-W,M5,B_a.1_b.3,1,0.48685608634151234,0.1604454797147584,2
RefSim-W,M5,B_a.1_b.3,2,0.48685608634151234,0.1604454797147584,2
RefSim-W,M5,B_a.1_b.4,1,0.48685608634151234,0.1604454797147584,2
RefSim-W,M5,B_a.1_b.4,2,0.48685608634151234,0.1604454797147584,2
RefSim-W,M5,B_a.2_b.1,1,0.07314391365848771,0.0029196386425207124,2
RefSim-W,M5,B_a.2_b.1,2,0.07314391365848771,0.0029196386425207124,2
RefSim-W,M5,B_a.2_b.2,1,0.07314391365848771,0.0029196386425207124,2
RefSim-W,M5,B_a.2_b.2,2,0.07314391365848771,0.0029196386425207124,2
RefSim-W,M5,B_a.2_b.3,1,0.07314391365848771,0.0029196386425207124,2
RefSim-W,M5,B_a.2_b.3,2,0.07314391365848771,0.0029196386425207124,2
RefSim-W,M5,B_a.2_b.4,1,0.07314391365848771,0.0029196386425207124,2
RefSim-W,M5,B_a.2_b.4,2,0.07314391365848771,0.0029196386425207124,2
RefSim-W,M5,C_a.1_b.1,1,0.38685608634151225,0.09522209960386249,2
RefSim-W,M5,C_a.1_b.1,2,0.38685608634151225,0.09522209960386249,2
RefSim-W,M5,C_a.1_b.2,1,0.08685608634151226,0.004275088265900354,2
RefSim-W,M5,C_a.1_b.2,2,0.08685608634151226,0.004275088265900354,2
RefSim-W,M5,C_a.1_b.3,1,0.08685608634151226,0.004275088265900354,2
RefSim-W,M5,C_a.1_b.3,2,0.08685608634151226,0.004275088265900354,2
RefSim-W,M5,C_a.1_b.4,1,0.35314391365848774,0.0653644541668783,2
RefSim-W,M5,C_a.1_b.4,2,0.35314391365848774,0.0653644541668783,2
RefSim-W,M5,C_a.2_b.1,1,0.38685608634151225,0.09522209960386249,2
RefSim-W,M5,C_a.2_b.1,2,0.38685608634151225,0.09522209960386249,2
RefSim-W,M5,C_a.2_b.2,1,0.08685608634151226,0.004275088265900354,2
RefSim-W,M5,C_a.2_b.2,2,0.08685608634151226,0.004275088265900354,2
RefSim-W,M5,C_a.2_b.3,1,0.08685608634151226,0.004275088265900354,2
RefSim-W,M5,C_a.2_b.3,2,0.08685608634151226,0.004275088265900354,2
RefSim-W,M5,C_a.2_b.4,1,0.35314391365848774,0.0653644541668783,2
RefSim-W,M5,C_a.2_b.4,2,0.35314391365848774,0.0653644541668783,2
RefSim-V,B3.1.1,A_a.1_b.1,1,0.00010342598577897655,8.355899977692018e-09,2
RefSim-V,B3.1.1,A_a.1_b.2,1,0.01733870967741935,0.0002299508676843129,2
RefSim-V,B3.1.1,A_a.1_b.3,1,0.007301692665117876,2.6658068527822022e-05,2
RefSim-V,B3.1.1,A_a.1_b.4,1,0.01640419947506566,0.0001345669868583945,2
RefSim-V,B3.1.1,A_a.2_b.1,1,0.009371671991480368,6.782702878269358e-05,2
RefSim-V,B3.1.1,A_a.2_b.2,1,0.00495867768595043,1.9091872464884786e-05,2
RefSim-V,B3.1.1,A_a.2_b.3,1,0.013227513227513255,8.749120735689411e-05,2
RefSim-V,B3.1.1,A_a.2_b.4,1,0.08310991957104563,0.0034656121319379535,2
RefSim-V,B3.1.1,B_a.1_b.2,1,0.0006265413583950025,5.442042509977343e-07,2
RefSim-V,B3.1.1,B_a.2_b.1,1,0.00630872483221484,2.3786371083469107e-05,2
RefSim-V,B3.1.1,B_a.2_b.2,1,8.00213390237392e-05,8.89574088319727e-09,2
RefSim-V,B3.1.1,B_a.2_b.3,1,0.001228614835854347,8.978090983597373e-07,2
RefSim-V,B3.1.1,B_a.2_b.4,1,0.006772745818033499,2.7422356616374054e-05,2
RefSim-V,B3.1.2,A_a.1_b.1,1,0.0019141217937174437,2.8555701950703713e-06,2
RefSim-V,B3.1.2,A_a.1_b.2,1,0.0003990688393748498,1.2435668782220994e-07,2
RefSim-V,B3.1.2,A_a.1_b.3,1,0.004465023978832472,9.968318932538321e-06,2
RefSim-V,B3.1.2,A_a.1_b.4,1,0.0175801447776629,0.00015455462987428933,2
RefSim-V,B3.1.2,A_a.2_b.1,1,0.0013722126929673895,1.4685522366268905e-06,2
RefSim-V,B3.1.2,A_a.2_b.2,1,0.02402826855123677,0.00046530250380578606,2
RefSim-V,B3.1.2,A_a.2_b.3,1,0.02380952380952378,0.0002835270844332386,2
RefSim-V,B3.1.2,A_a.2_b.4,1,0.01501501501501501,0.00011273804686254014,2
RefSim-V,B3.1.2,C_a.1_b.4,1,0.00819416075934154,3.976168177780102e-05,2
RefSim-V,B3.1.2,C_a.2_b.4,1,0.0065082220749297925,2.5109401232205168e-05,2
RefSim-V,InputBuffer,A_a.1_b.1,1,0.0025018054265965595,3.1295249901188045e-06,2
RefSim-V,InputBuffer,A_a.1_b.2,1,0.005181347150259086,1.3423359330684385e-05,2
RefSim-V,InputBuffer,A_a.1_b.3,1,0.0017394185372318627,1.5127907122391288e-06,2
RefSim-V,InputBuffer,A_a.1_b.4,1,0.024710035300050448,0.0003053861639898854,2
RefSim-V,InputBuffer,A_a.2_b.1,1,0.0033123196922748566,5.485760965356001e-06,2
RefSim-V,InputBuffer,A_a.2_b.2,1,0.01290547610742937,8.328259238482138e-05,2
RefSim-V,InputBuffer,A_a.2_b.3,1,0.05882352941176472,0.0017331039882431017,2
RefSim-V,InputBuffer,A_a.2_b.4,1,0.05665722379603394,0.0016076021211671107,2
RefSim-V,M4.1,A_a.1_b.1,1,0.00029292212400799933,5.44612666378649e-07,2
RefSim-V,M4.1,A_a.1_b.2,1,0.0034962175424248856,3.289671659503649e-05,2
RefSim-V,M4.1,A_a.1_b.3,1,0.011347047113470454,0.00017306289121970728,2
RefSim-V,M4.1,A_a.1_b.4,1,0.0019502353732346323,3.7155997302018616e-06,2
RefSim-V,M4.1,A_a.2_b.1,1,0.004224068614312487,0.00010651893305183143,2
RefSim-V,M4.1,A_a.2_b.2,1,0.014285714285714374,0.0005913958486630675,2
RefSim-V,M4.1,A_a.2_b.3,1,0.004741980474197993,3.167795242576838e-05,2
RefSim-V,M4.1,A_a.2_b.4,1,0.03731343283582089,0.0014682218355677283,2
RefSim-V,M4.1,B_a.1_b.2,1,0.008770764119601315,0.00012646304998586728,2
RefSim-V,M4.1,B_a.2_b.1,1,0.0016703254748496321,1.857237920960893e-06,2
RefSim-V,M4.1,B_a.2_b.2,1,0.005075201896717757,1.7249943161266965e-05,2
RefSim-V,M4.1,B_a.2_b.3,1,0.0005666792595391268,1.6056271743181312e-07,2
RefSim-V,M4.1,B_a.2_b.4,1,0.03422273781902557,0.0008060504587851201,2
RefSim-V,M4.1,C_a.1_b.1,1,0.010883054892601371,0.00014399224593828266,2
RefSim-V,M4.1,C_a.1_b.3,1,0.004160100850929632,1.3591563669526716e-05,2
RefSim-V,M4.1,C_a.1_b.4,1,0.017817679558011112,0.00015998007524677463,2
RefSim-V,M4.1,C_a.2_b.1,1,0.0020477137176938,4.939236131672187e-06,2
RefSim-V,M4.1,C_a.2_b.3,1,0.0014642150881474525,1.6780167885211686e-06,2
RefSim-V,M4.1,C_a.2_b.4,1,0.0036919592298980675,6.887595085594642e-06,2
RefSim-V,M4.2,A_a.1_b.1,1,0.00257782351427837,4.067832312821878e-05,2
RefSim-V,M4.2,A_a.1_b.2,1,0.001680672268907564,7.513227899542019e-06,2
RefSim-V,M4.2,A_a.1_b.3,1,0.004135649296939589,2.4050735588844897e-05,2
RefSim-V,M4.2,A_a.1_b.4,1,0.025714285714285745,0.0006809502726456435,2
RefSim-V,M4.2,A_a.2_b.1,1,0.0032261465471797174,6.308024197298969e-05,2
RefSim-V,M4.2,A_a.2_b.2,1,0.011833550065019509,0.0003432062915370432,2
RefSim-V,M4.2,A_a.2_b.3,1,0.022784810126582233,0.0007743570555921835,2
RefSim-V,M4.2,A_a.2_b.4,1,0.007277628032345024,5.124660424644196e-05,2
RefSim-V,M4.2,B_a.1_b.1,1,0.00017020144937167359,4.923115794437454e-08,2
RefSim-V,M4.2,B_a.1_b.2,1,0.0003319256130992765,1.8688129497853733e-07,2
RefSim-V,M4.2,B_a.1_b.3,1,0.0016198877305533266,4.484259519973782e-06,2
RefSim-V,M4.2,B_a.1_b.4,1,0.0013613613613614045,3.131398881708121e-06,2
RefSim-V,M4.2,B_a.2_b.1,1,0.009608862762830628,6.103646755250582e-05,2
RefSim-V,M4.2,B_a.2_b.2,1,0.0050033355570380245,1.676378842743135e-05,2
RefSim-V,M4.2,B_a.2_b.3,1,0.00637222588442099,2.0303043569012708e-05,2
RefSim-V,M4.2,B_a.2_b.4,1,0.011691884456671298,9.210030308627517e-05,2
RefSim-V,M4.2,C_a.1_b.2,1,0.023185673892554187,0.00040835729783063844,2
RefSim-V,M4.2,C_a.1_b.4,1,0.005570920584749117,1.5662816136099728e-05,2
RefSim-V,M4.2,C_a.2_b.2,1,0.007080760992818458,3.8827898215289865e-05,2
RefSim-V,M4.2,C_a.2_b.4,1,0.0013322231473772428,8.962129919518882e-07,2
RefSim-V,M5,A_a.1_b.1,1,0.011822112415071029,0.0006902138735968687,2
RefSim-V,M5,A_a.1_b.1,2,0.011822112415071029,0.0006902138735968687,2
RefSim-V,M5,A_a.1_b.2,1,0.026242038216560487,0.001303018826090194,2
RefSim-V,M5,A_a.1_b.2,2,0.026242038216560487,0.001303018826090194,2
RefSim-V,M5,A_a.1_b.3,1,0.006790299572039929,5.370856398172544e-05,2
RefSim-V,M5,A_a.1_b.3,2,0.006790299572039929,5.370856398172544e-05,2
RefSim-V,M5,A_a.1_b.4,1,0.006493756003842471,3.60521850778458e-05,2
RefSim-V,M5,A_a.1_b.4,2,0.006493756003842471,3.60521850778458e-05,2
RefSim-V,M5,A_a.2_b.1,1,0.012606635071090052,0.000792944197383137,2
RefSim-V,M5,A_a.2_b.1,2,0.012606635071090052,0.000792944197383137,2
RefSim-V,M5,A_a.2_b.2,1,0.04888888888888883,0.0050461095958586055,2
RefSim-V,M5,A_a.2_b.2,2,0.04888888888888883,0.0050461095958586055,2
RefSim-V,M5,A_a.2_b.3,1,0.10013986013986016,0.01610219499276879,2
RefSim-V,M5,A_a.2_b.3,2,0.10013986013986016,0.01610219499276879,2
RefSim-V,M5,A_a.2_b.4,1,0.0718644067796611,0.004913911915618796,2
RefSim-V,M5,A_a.2_b.4,2,0.0718644067796611,0.004913911915618796,2
RefSim-V,M5,B_a.1_b.1,1,0.00345086271567889,1.6710881507749683e-05,2
RefSim-V,M5,B_a.1_b.1,2,0.00345086271567889,1.6710881507749683e-05,2
RefSim-V,M5,B_a.1_b.2,1,0.020783132530120457,0.0006400417804646261,2
RefSim-V,M5,B_a.1_b.2,2,0.020783132530120457,0.0006400417804646261,2
RefSim-V,M5,B_a.1_b.3,1,0.023076923076923037,0.0007951090095464873,2
RefSim-V,M5,B_a.1_b.3,2,0.023076923076923037,0.0007951090095464873,2
RefSim-V,M5,B_a.1_b.4,1,0.004899777282850751,3.2868949881805724e-05,2
RefSim-V,M5,B_a.1_b.4,2,0.004899777282850751,3.2868949881805724e-05,2
RefSim-V,M5,B_a.2_b.1,1,0.08358124779696863,0.0038298705188568524,2
RefSim-V,M5,B_a.2_b.1,2,0.08358124779696863,0.0038298705188568524,2
RefSim-V,M5,B_a.2_b.2,1,0.08017075773745996,0.0035183562334949042,2
RefSim-V,M5,B_a.2_b.2,2,0.08017075773745996,0.0035183562334949042,2
RefSim-V,M5,B_a.2_b.3,1,0.08027168234064791,0.0035273775933043344,2
RefSim-V,M5,B_a.2_b.3,2,0.08027168234064791,0.0035273775933043344,2
RefSim-V,M5,B_a.2_b.4,1,0.08646048109965632,0.004103581591538112,2
RefSim-V,M5,B_a.2_b.4,2,0.08646048109965632,0.004103581591538112,2
RefSim-V,M5,C_a.1_b.1,1,0.03333333333333327,0.0010281558530788291,2
RefSim-V,M5,C_a.1_b.1,2,0.03333333333333327,0.0010281558530788291,2
RefSim-V,M5,C_a.1_b.2,1,0.019762845849802424,0.00023549687881625064,2
RefSim-V,M5,C_a.1_b.2,2,0.019762845849802424,0.00023549687881625064,2
RefSim-V,M5,C_a.1_b.3,1,0.028084138715179063,0.00047824873304214664,2
RefSim-V,M5,C_a.1_b.3,2,0.028084138715179063,0.00047824873304214664,2
RefSim-V,M5,C_a.1_b.4,1,0.15305418719211827,0.011773612450932752,2
RefSim-V,M5,C_a.1_b.4,2,0.15305418719211827,0.011773612450932752,2
RefSim-V,M5,C_a.2_b.1,1,0.00461270670147948,2.0685858082734963e-05,2
RefSim-V,M5,C_a.2_b.1,2,0.00461270670147948,2.0685858082734963e-05,2
RefSim-V,M5,C_a.2_b.2,1,0.04628469113697403,0.0013156703393025944,2
RefSim-V,M5,C_a.2_b.2,2,0.04628469113697403,0.0013156703393025944,2
RefSim-V,M5,C_a.2_b.3,1,0.03951367781155024,0.0009542774348184208,2
RefSim-V,M5,C_a.2_b.3,2,0.03951367781155024,0.0009542774348184208,2
RefSim-V,M5,C_a.2_b.4,1,0.15686816350028793,0.012372548121404509,2
RefSim-V,M5,C_a.2_b.4,2,0.15686816350028793,0.012372548121404509,2
