system,station,variant,visit,l1,kl,n_targets
RefSim-W,M4.2,B_a.2_b.1,1,0.1981953028430161,0.03313125271890062,2
RefSim-W,M4.2,B_a.2_b.2,1,0.1981953028430161,0.03313125271890062,2
RefSim-W,M4.2,B_a.2_b.3,1,0.6981953028430161,0.3342045341726423,2
RefSim-W,M4.2,B_a.2_b.4,1,0.1981953028430161,0.03313125271890062,2
RefSim-W,M4.2,C_a.1_b.2,1,0.09819530284301606,0.008686910320545374,2
RefSim-W,M4.2,C_a.1_b.4,1,0.7981953028430162,0.425589964497975,2
RefSim-W,M4.2,C_a.2_b.2,1,0.09819530284301606,0.008686910320545374,2
RefSim-W,M4.2,C_a.2_b.4,1,0.7981953028430162,0.425589964497975,2
RefSim-W,M5,A_a.1_b.1,1,0.6268560863415122,0.30542245690133435,2
RefSim-W,M5,A_a.1_b.1,2,0.6268560863415122,0.30542245690133435,2
RefSim-W,M5,A_a.1_b.2,1,0.5268560863415124,0.19379798761616063,2
RefSim-W,M5,A_a.1_b.2,2,0.5268560863415124,0.19379798761616063,2
RefSim-W,M5,A_a.1_b.3,1,0.4468560863415123,0.1315645555549557,2
RefSim-W,M5,A_a.1_b.3,2,0.4468560863415123,0.1315645555549557,2
RefSim-W,M5,A_a.1_b.4,1,0.32685608634151225,0.06597934118194725,2
