system,seed,kpi,value
GroundSim-DEC,1007,rework_rate,17.710858122169178
GroundSim-DEC,1007,system_time_mean,1296.7972824091075
GroundSim-DEC,1007,tech_availability,99.36559101479125
GroundSim-DEC,1008,avg_breakdown_repair,1830.8483583202712
GroundSim-DEC,1008,buffer_time_mean,15.052776819592964
GroundSim-DEC,1008,buffer_wait_mean,742.6035085990243
GroundSim-DEC,1008,cycle_time_mean,556.8817326171586
GroundSim-DEC,1008,cycle_time_std,309.8813536126732
GroundSim-DEC,1008,fe_cycle,65.93324220587373
GroundSim-DEC,1008,fe_system,28.25504822379546
GroundSim-DEC,1008,inline_wait_mean,189.7115510504214
GroundSim-DEC,1008,multi_rework_rate,6.250923963928448
GroundSim-DEC,1008,n_breakdowns,93.0
GroundSim-DEC,1008,n_buffer_events,254326.0
GroundSim-DEC,1008,n_valid,40586.0
GroundSim-DEC,1008,processing_mean,367.17018156673726
GroundSim-DEC,1008,rework_rate,17.461686295767013
GroundSim-DEC,1008,system_time_mean,1299.4852412161829
GroundSim-DEC,1008,tech_availability,99.29365418274682
GroundSim-DEC,1009,avg_breakdown_repair,1824.3232312675982
GroundSim-DEC,1009,buffer_time_mean,15.067330210772834
GroundSim-DEC,1009,buffer_wait_mean,735.4578454332552
GroundSim-DEC,1009,cycle_time_mean,553.4714578454333
GroundSim-DEC,1009,cycle_time_std,323.2514265897262
GroundSim-DEC,1009,fe_cycle,66.2409213791421
GroundSim-DEC,1009,fe_system,28.44411965146505
GroundSim-DEC,1009,inline_wait_mean,186.84686459804823
GroundSim-DEC,1009,multi_rework_rate,6.454918032786885
GroundSim-DEC,1009,n_breakdowns,93.0
GroundSim-DEC,1009,n_buffer_events,257011.0
GroundSim-DEC,1009,n_valid,40992.0
GroundSim-DEC,1009,processing_mean,366.624593247385
GroundSim-DEC,1009,rework_rate,17.383879781420767
GroundSim-DEC,1009,system_time_mean,1288.9293032786886
GroundSim-DEC,1009,tech_availability,99.29617159287515
DeepSim,1000,avg_breakdown_repair,1679.0324121994092
DeepSim,1000,buffer_time_mean,15.08526365232009
DeepSim,1000,buffer_wait_mean,743.9648957998567
DeepSim,1000,cycle_time_mean,561.3245902449878
DeepSim,1000,cycle_time_std,333.09123596969215
DeepSim,1000,fe_cycle,65.96138560383454
DeepSim,1000,fe_system,28.365928126990227
DeepSim,1000,inline_wait_mean,191.0671127843471
DeepSim,1000,multi_rework_rate,6.096264616449531
DeepSim,1000,n_breakdowns,93.0
DeepSim,1000,n_buffer_events,253821.0
DeepSim,1000,n_valid,40451.0
DeepSim,1000,processing_mean,370.25747746064064
DeepSim,1000,rework_rate,17.885837185730885
DeepSim,1000,system_time_mean,1305.2894860448444
DeepSim,1000,tech_availability,99.35222514961443
DeepSim,1001,avg_breakdown_repair,2141.503488022516
DeepSim,1001,buffer_time_mean,15.07471583733266
DeepSim,1001,buffer_wait_mean,760.6214195503915
DeepSim,1001,cycle_time_mean,589.6068199040162
DeepSim,1001,cycle_time_std,1571.462249357525
DeepSim,1001,fe_cycle,62.7867244228962
DeepSim,1001,fe_system,27.417202393968793
DeepSim,1001,inline_wait_mean,219.4120107122796
DeepSim,1001,multi_rework_rate,5.9484718363223035
DeepSim,1001,n_breakdowns,95.0
DeepSim,1001,n_buffer_events,248301.0
DeepSim,1001,n_valid,39590.0
DeepSim,1001,processing_mean,370.19480919173657
DeepSim,1001,rework_rate,17.658499621116444
DeepSim,1001,system_time_mean,1350.2282394544077
DeepSim,1001,tech_availability,99.15603498206997
DeepSim,1002,avg_breakdown_repair,3553.3651197686463
DeepSim,1002,buffer_time_mean,15.0979628362373
DeepSim,1002,buffer_wait_mean,790.9198031268095
DeepSim,1002,cycle_time_mean,567.4597041638153
DeepSim,1002,cycle_time_std,1120.8175821003583
DeepSim,1002,fe_cycle,65.45102723919453
DeepSim,1002,fe_system,27.342005937980396
DeepSim,1002,inline_wait_mean,196.05149862010384
DeepSim,1002,multi_rework_rate,6.2246670526925305
DeepSim,1002,n_breakdowns,84.0
DeepSim,1002,n_buffer_events,238518.0
DeepSim,1002,n_valid,37994.0
DeepSim,1002,processing_mean,371.4082055437115
DeepSim,1002,rework_rate,17.900194767594886
DeepSim,1002,system_time_mean,1358.3795072906248
DeepSim,1002,tech_availability,98.76177041824072
DeepSim,1003,avg_breakdown_repair,1575.3213241233846
DeepSim,1003,buffer_time_mean,15.084665130454173
DeepSim,1003,buffer_wait_mean,745.4365073465646
DeepSim,1003,cycle_time_mean,559.3969374860626
DeepSim,1003,cycle_time_std,444.144839993078
DeepSim,1003,fe_cycle,66.22665881063973
DeepSim,1003,fe_system,28.39212181855003
DeepSim,1003,inline_wait_mean,188.92703630000028
DeepSim,1003,multi_rework_rate,6.055650536435492
DeepSim,1003,n_breakdowns,96.0
DeepSim,1003,n_buffer_events,253232.0
DeepSim,1003,n_valid,40359.0
DeepSim,1003,processing_mean,370.4699011860623
DeepSim,1003,rework_rate,17.84979806239005
DeepSim,1003,system_time_mean,1304.8334448326273
DeepSim,1003,tech_availability,99.37263189003448
DeepSim,1004,avg_breakdown_repair,2548.168852803097
DeepSim,1004,buffer_time_mean,15.080459770114942
DeepSim,1004,buffer_wait_mean,765.1613264164378
DeepSim,1004,cycle_time_mean,587.53778862781
DeepSim,1004,cycle_time_std,1561.226529378797
DeepSim,1004,fe_cycle,62.94177298519873
DeepSim,1004,fe_system,27.33843003277756
DeepSim,1004,inline_wait_mean,217.73108750743708
DeepSim,1004,multi_rework_rate,6.123486929101821
DeepSim,1004,n_breakdowns,92.0
DeepSim,1004,n_buffer_events,246698.0
DeepSim,1004,n_valid,39324.0
DeepSim,1004,processing_mean,369.8067011203729
DeepSim,1004,rework_rate,17.64062658936019
DeepSim,1004,system_time_mean,1352.6991150442477
DeepSim,1004,tech_availability,99.02748102325648
DeepSim,1005,avg_breakdown_repair,5632.227968550285
DeepSim,1005,buffer_time_mean,15.108243526941918
DeepSim,1005,buffer_wait_mean,840.2992862141358
DeepSim,1005,cycle_time_mean,573.0783484954513
DeepSim,1005,cycle_time_std,2228.263082073298
DeepSim,1005,fe_cycle,64.79610680733934
DeepSim,1005,fe_system,26.272699500947482
DeepSim,1005,inline_wait_mean,201.74588971460233
DeepSim,1005,multi_rework_rate,6.295311406578026
DeepSim,1005,n_breakdowns,80.0
DeepSim,1005,n_buffer_events,224371.0
DeepSim,1005,n_valid,35725.0
DeepSim,1005,processing_mean,371.33245878084904
DeepSim,1005,rework_rate,18.096571028691393
DeepSim,1005,system_time_mean,1413.377634709587
DeepSim,1005,tech_availability,98.1308150907506
DeepSim,1006,avg_breakdown_repair,1865.7955754265547
DeepSim,1006,buffer_time_mean,15.081274543918079
DeepSim,1006,buffer_wait_mean,748.0218471939156
DeepSim,1006,cycle_time_mean,561.8358602177263
DeepSim,1006,cycle_time_std,340.08218094340066
DeepSim,1006,fe_cycle,65.69810653119829
DeepSim,1006,fe_system,28.179818302990384
DeepSim,1006,inline_wait_mean,192.72033824141016
DeepSim,1006,multi_rework_rate,6.071978923298703
DeepSim,1006,n_breakdowns,96.0
DeepSim,1006,n_buffer_events,252407.0
DeepSim,1006,n_valid,40234.0
DeepSim,1006,processing_mean,369.11552197631613
DeepSim,1006,rework_rate,17.823234080628325
DeepSim,1006,system_time_mean,1309.857707411642
DeepSim,1006,tech_availability,99.25695118461707
DeepSim,1007,avg_breakdown_repair,1587.3588578675426
DeepSim,1007,buffer_time_mean,15.070494922290035
DeepSim,1007,buffer_wait_mean,743.8994094536829
DeepSim,1007,cycle_time_mean,552.5391020730893
DeepSim,1007,cycle_time_std,396.5352425802316
DeepSim,1007,fe_cycle,66.91291861806444
DeepSim,1007,fe_system,28.518131513059057
DeepSim,1007,inline_wait_mean,182.8190623699392
DeepSim,1007,multi_rework_rate,5.987003039213263
DeepSim,1007,n_breakdowns,97.0
DeepSim,1007,n_buffer_events,253771.0
DeepSim,1007,n_valid,40471.0
DeepSim,1007,processing_mean,369.72003970315023
DeepSim,1007,rework_rate,17.61755330977737
DeepSim,1007,system_time_mean,1296.4385115267723
DeepSim,1007,tech_availability,99.36125294863787
DeepSim,1008,avg_breakdown_repair,1708.2845923517798
DeepSim,1008,buffer_time_mean,15.06852703973084
DeepSim,1008,buffer_wait_mean,744.9387709663055
DeepSim,1008,cycle_time_mean,558.1976893770719
DeepSim,1008,cycle_time_std,276.04868203256643
DeepSim,1008,fe_cycle,66.10260610080478
DeepSim,1008,fe_system,28.31501006237615
DeepSim,1008,inline_wait_mean,189.21446950435217
DeepSim,1008,multi_rework_rate,5.9324130424026515
DeepSim,1008,n_breakdowns,100.0
DeepSim,1008,n_buffer_events,253453.0
DeepSim,1008,n_valid,40422.0
DeepSim,1008,processing_mean,368.9832198727197
DeepSim,1008,rework_rate,17.525110088565633
DeepSim,1008,system_time_mean,1303.1364603433774
DeepSim,1008,tech_availability,99.29133288847747
DeepSim,1009,avg_breakdown_repair,1889.1239390046587
DeepSim,1009,buffer_time_mean,15.06598378996569
DeepSim,1009,buffer_wait_mean,748.4355327929989
DeepSim,1009,cycle_time_mean,556.4492566257272
DeepSim,1009,cycle_time_std,283.2054844554691
DeepSim,1009,fe_cycle,66.39292820556862
DeepSim,1009,fe_system,28.312304538127954
DeepSim,1009,inline_wait_mean,187.00630117378785
DeepSim,1009,multi_rework_rate,5.951966585450749
DeepSim,1009,n_breakdowns,98.0
DeepSim,1009,n_buffer_events,252199.0
DeepSim,1009,n_valid,40222.0
DeepSim,1009,processing_mean,369.4429554519394
DeepSim,1009,rework_rate,17.565014171349013
DeepSim,1009,system_time_mean,1304.884789418726
DeepSim,1009,tech_availability,99.23198698218482
RefSim-M,1000,avg_breakdown_repair,1799.0055687278661
RefSim-M,1000,buffer_time_mean,15.074138827198412
RefSim-M,1000,buffer_wait_mean,714.6401502622501
RefSim-M,1000,cycle_time_mean,577.1504748854132
RefSim-M,1000,cycle_time_std,293.2552108469313
RefSim-M,1000,fe_cycle,64.13416515648719
RefSim-M,1000,fe_system,28.654073776247564
RefSim-M,1000,inline_wait_mean,206.99983612095215
RefSim-M,1000,multi_rework_rate,6.019940462127297
RefSim-M,1000,n_breakdowns,100.0
RefSim-M,1000,n_buffer_events,265451.0
RefSim-M,1000,n_valid,42326.0
RefSim-M,1000,processing_mean,370.15063876446106
RefSim-M,1000,rework_rate,17.750318952889476
RefSim-M,1000,system_time_mean,1291.7906251476634
RefSim-M,1000,tech_availability,99.25369807483413
RefSim-M,1001,avg_breakdown_repair,2710.5562590579816
RefSim-M,1001,buffer_time_mean,15.093447749254599
RefSim-M,1001,buffer_wait_mean,732.597774707294
RefSim-M,1001,cycle_time_mean,596.6825685404698
RefSim-M,1001,cycle_time_std,441.24288240162053
RefSim-M,1001,fe_cycle,62.10351996217752
RefSim-M,1001,fe_system,27.876804162994805
RefSim-M,1001,inline_wait_mean,226.12169047610553
RefSim-M,1001,multi_rework_rate,6.103798511623397
RefSim-M,1001,n_breakdowns,86.0
RefSim-M,1001,n_buffer_events,258898.0
RefSim-M,1001,n_valid,41253.0
RefSim-M,1001,processing_mean,370.56087806436426
RefSim-M,1001,rework_rate,17.99384287203355
RefSim-M,1001,system_time_mean,1329.2803432477638
RefSim-M,1001,tech_availability,99.03297226254901
RefSim-M,1002,avg_breakdown_repair,2184.263598077818
RefSim-M,1002,buffer_time_mean,15.092688074054534
RefSim-M,1002,buffer_wait_mean,725.0994268447685
RefSim-M,1002,cycle_time_mean,594.8108108108108
RefSim-M,1002,cycle_time_std,395.0170352075804
RefSim-M,1002,fe_cycle,62.384200043507306
RefSim-M,1002,fe_system,28.113121294953654
RefSim-M,1002,inline_wait_mean,223.74284471418682
RefSim-M,1002,multi_rework_rate,6.1488285090769565
RefSim-M,1002,n_breakdowns,107.0
RefSim-M,1002,n_buffer_events,261716.0
RefSim-M,1002,n_valid,41699.0
RefSim-M,1002,processing_mean,371.06796609662405
RefSim-M,1002,rework_rate,17.914098659440274
RefSim-M,1002,system_time_mean,1319.9102376555793
RefSim-M,1002,tech_availability,99.03044850576494
RefSim-M,1003,avg_breakdown_repair,2130.610938005839
RefSim-M,1003,buffer_time_mean,15.078144428503109
RefSim-M,1003,buffer_wait_mean,723.5039215686274
RefSim-M,1003,cycle_time_mean,589.3247967479675
RefSim-M,1003,cycle_time_std,380.51856105285253
