direction,component,configuration,seed,reference_system,coupled_slots,w1,ks_d
swap_to_one,repair,Hybrid (DeepSim Repair only),1000,Target (GroundSim),pr pt sv tr,4.271190650905794,0.008345668130110617
swap_to_one,repair,Hybrid (DeepSim Repair only),1001,Target (GroundSim),pr pt sv tr,25.577610866509154,0.007038442483377594
swap_to_one,repair,Hybrid (DeepSim Repair only),1002,Target (GroundSim),pr pt sv tr,7.426737119135533,0.008527454715611171
swap_to_one,repair,Hybrid (DeepSim Repair only),1003,Target (GroundSim),pr pt sv tr,8.86171549648938,0.006207275669298379
swap_to_one,repair,Hybrid (DeepSim Repair only),1004,Target (GroundSim),pr pt sv tr,9.058813276340182,0.00978905774051747
swap_to_one,repair,Hybrid (DeepSim Repair only),1005,Target (GroundSim),pr pt sv tr,5.950061699155887,0.008596457318270745
swap_to_one,repair,Hybrid (DeepSim Repair only),1006,Target (GroundSim),pr pt sv tr,9.70289403842331,0.005873188887550396
swap_to_one,repair,Hybrid (DeepSim Repair only),1007,Target (GroundSim),pr pt sv tr,6.579926605296107,0.011219032788578054
swap_to_one,repair,Hybrid (DeepSim Repair only),1008,Target (GroundSim),pr pt sv tr,13.148780803069798,0.009480131159933208
swap_to_one,repair,Hybrid (DeepSim Repair only),1009,Target (GroundSim),pr pt sv tr,12.749878156934319,0.00854862015587432
swap_to_one,all,Floor (Full),1000,Target (GroundSim),none,9.83037473980961,0.00424166201603704
swap_to_perfect,all,Floor (Full),1000,Target (GroundSim),none,9.83037473980961,0.00424166201603704
swap_to_one,all,Floor (Full),1001,Target (GroundSim),none,28.349005700665565,0.02412673809422705
swap_to_perfect,all,Floor (Full),1001,Target (GroundSim),none,28.349005700665565,0.02412673809422705
swap_to_one,all,Floor (Full),1002,Target (GroundSim),none,10.683591331080756,0.01295196148026656
swap_to_perfect,all,Floor (Full),1002,Target (GroundSim),none,10.683591331080756,0.01295196148026656
swap_to_one,all,Floor (Full),1003,Target (GroundSim),none,8.967436777259534,0.0075917738188467365
swap_to_perfect,all,Floor (Full),1003,Target (GroundSim),none,8.967436777259534,0.0075917738188467365
swap_to_one,all,Floor (Full),1004,Target (GroundSim),none,8.903595133007688,0.016027980553372623
swap_to_perfect,all,Floor (Full),1004,Target (GroundSim),none,8.903595133007688,0.016027980553372623
swap_to_one,all,Floor (Full),1005,Target (GroundSim),none,9.45829919702619,0.010508039775960765
swap_to_perfect,all,Floor (Full),1005,Target (GroundSim),none,9.45829919702619,0.010508039775960765
swap_to_one,all,Floor (Full),1006,Target (GroundSim),none,8.223529357999045,0.01130152976107801
swap_to_perfect,all,Floor (Full),1006,Target (GroundSim),none,8.223529357999045,0.01130152976107801
swap_to_one,all,Floor (Full),1007,Target (GroundSim),none,7.224476526093974,0.00685411923183904
swap_to_perfect,all,Floor (Full),1007,Target (GroundSim),none,7.224476526093974,0.00685411923183904
swap_to_one,all,Floor (Full),1008,Target (GroundSim),none,3.7069023712738085,0.01452020611598695
swap_to_perfect,all,Floor (Full),1008,Target (GroundSim),none,3.7069023712738085,0.01452020611598695
swap_to_one,all,Floor (Full),1009,Target (GroundSim),none,10.902418622790774,0.006576413285275584
swap_to_perfect,all,Floor (Full),1009,Target (GroundSim),none,10.902418622790774,0.006576413285275584
swap_to_perfect,arrival,Floor (Perfect Orders),1000,Target (GroundSim),pr,4.541220953980588,0.00928296763256975
swap_to_perfect,arrival,Floor (Perfect Orders),1001,Target (GroundSim),pr,25.30565037813869,0.007789913897987555
swap_to_perfect,arrival,Floor (Perfect Orders),1002,Target (GroundSim),pr,9.50736576881474,0.006441473678624132
swap_to_perfect,arrival,Floor (Perfect Orders),1003,Target (GroundSim),pr,6.862049692332916,0.005171564443070098
swap_to_perfect,arrival,Floor (Perfect Orders),1004,Target (GroundSim),pr,7.322596058038492,0.008486719538469079
swap_to_perfect,arrival,Floor (Perfect Orders),1005,Target (GroundSim),pr,10.28295995109211,0.009695368655686376
swap_to_perfect,arrival,Floor (Perfect Orders),1006,Target (GroundSim),pr,7.180117454152025,0.00728362679847816
swap_to_perfect,arrival,Floor (Perfect Orders),1007,Target (GroundSim),pr,4.59951434501758,0.006293089147179465
swap_to_perfect,arrival,Floor (Perfect Orders),1008,Target (GroundSim),pr,6.694568673998163,0.006969078001408779
swap_to_perfect,arrival,Floor (Perfect Orders),1009,Target (GroundSim),pr,9.866974982478354,0.006151825257861149
swap_to_perfect,routing,Floor (Perfect Routing),1000,Target (GroundSim),tr,13.584126092647242,0.009506740297344773
swap_to_perfect,routing,Floor (Perfect Routing),1001,Target (GroundSim),tr,31.97633640308492,0.030834332542575893
swap_to_perfect,routing,Floor (Perfect Routing),1002,Target (GroundSim),tr,15.92923128110899,0.019915814022868294
swap_to_perfect,routing,Floor (Perfect Routing),1003,Target (GroundSim),tr,8.639204352210733,0.011219259540970972
swap_to_perfect,routing,Floor (Perfect Routing),1004,Target (GroundSim),tr,9.928794710188168,0.01666073625795972
swap_to_perfect,routing,Floor (Perfect Routing),1005,Target (GroundSim),tr,8.257362049897193,0.007608387156463697
swap_to_perfect,routing,Floor (Perfect Routing),1006,Target (GroundSim),tr,9.116543538720112,0.01103422511427432
swap_to_perfect,routing,Floor (Perfect Routing),1007,Target (GroundSim),tr,6.372499450728872,0.008854486356811908
swap_to_perfect,routing,Floor (Perfect Routing),1008,Target (GroundSim),tr,5.37799706900817,0.00971347781777343
swap_to_perfect,routing,Floor (Perfect Routing),1009,Target (GroundSim),tr,12.174474529664993,0.007967305614683728
swap_to_perfect,processing,Floor (Perfect Process),1000,Target (GroundSim),pt,8.036309099684646,0.006820283925366488
swap_to_perfect,processing,Floor (Perfect Process),1001,Target (GroundSim),pt,30.26191987916085,0.01709064088261847
swap_to_perfect,processing,Floor (Perfect Process),1002,Target (GroundSim),pt,9.45770246985837,0.012556402241345244
swap_to_perfect,processing,Floor (Perfect Process),1003,Target (GroundSim),pt,6.9780438125174555,0.008691269480200853
swap_to_perfect,processing,Floor (Perfect Process),1004,Target (GroundSim),pt,8.657682210717432,0.01648323387629247
swap_to_perfect,processing,Floor (Perfect Process),1005,Target (GroundSim),pt,9.76079048005677,0.017663507667585343
swap_to_perfect,processing,Floor (Perfect Process),1006,Target (GroundSim),pt,8.80105925154089,0.012400872716532452
swap_to_perfect,processing,Floor (Perfect Process),1007,Target (GroundSim),pt,4.9896634331624,0.0070193176179981775
swap_to_perfect,processing,Floor (Perfect Process),1008,Target (GroundSim),pt,3.7530002176875428,0.011656092064112333
swap_to_perfect,processing,Floor (Perfect Process),1009,Target (GroundSim),pt,5.88124303018933,0.012279181133935946
swap_to_perfect,survival,Floor (Perfect Survival),1000,Target (GroundSim),sv,15.742980017571455,0.014144717502147297
swap_to_perfect,survival,Floor (Perfect Survival),1001,Target (GroundSim),sv,30.879633012970405,0.02871142832353829
swap_to_perfect,survival,Floor (Perfect Survival),1002,Target (GroundSim),sv,14.1462586153372,0.015595932966070647
swap_to_perfect,survival,Floor (Perfect Survival),1003,Target (GroundSim),sv,9.022908499392322,0.015210351077225764
swap_to_perfect,survival,Floor (Perfect Survival),1004,Target (GroundSim),sv,6.688282300730339,0.010531830147824661
