station,t_op_s,h_true
M1.1,82952.33257509112,1.6609114680094573e-05
M1.1,83905.80766216113,1.8443815368001588e-05
M1.1,84859.28274923115,2.0481183487559323e-05
M1.1,85812.75783630116,2.2743606389534352e-05
M1.1,86766.23292337116,2.525594440947555e-05
M1.1,87719.70801044117,2.8045804042231266e-05
M1.1,88673.1830975112,3.1143841292275465e-05
M1.1,89626.6581845812,3.458409853316769e-05
M1.1,90580.13327165121,3.840437857768391e-05
M1.1,91533.60835872123,4.264666006903667e-05
M1.1,92487.08344579124,4.735755875765677e-05
M1.1,93440.55853286125,5.2588839732217123e-05
M1.1,94394.03361993127,5.839798623347932e-05
M1.1,95347.50870700128,6.484883130129957e-05
M1.1,96300.98379407129,7.201225919556605e-05
M1.1,97254.45888114131,7.996698429853558e-05
M1.1,98207.93396821132,8.880041605743638e-05
M1.1,99161.40905528133,9.860961947164751e-05
M1.1,100114.88414235135,0.00010950238167863672
M1.1,101068.35922942136,0.00012159839635869859
M1.1,102021.83431649137,0.00013503057897316795
M1.1,102975.30940356139,0.00014994652728843048
M1.1,103928.7844906314,0.0001665101432345027
M1.1,104882.2595777014,0.00018490343391976504
M1.1,105835.73466477143,0.00020532851159205893
M1.1,106789.20975184144,0.00022800981452245303
M1.1,107742.68483891145,0.00025319657321557285
M1.1,108696.15992598147,0.00028116554904611814
M1.1,109649.63501305148,0.0003122240754147095
M1.1,110603.11010012148,0.0003467134348404124
M1.1,111556.5851871915,0.00038501260909866897
M1.1,112510.06027426152,0.0004275424436125339
M1.1,113463.53536133152,0.00047477027185707327
M1.1,114417.01044840153,0.000527215050591602
M1.1,115370.48553547155,0.0005854530623475586
M1.1,116323.96062254156,0.0006501242478330585
M1.1,117277.43570961157,0.0007219392378369419
M1.1,118230.9107966816,0.0008016871619014296
M1.1,119184.3858837516,0.0008902443195679695
M1.1,120137.86097082161,0.000988583809479142
M1.1,121091.33605789163,0.0010977862221446951
M1.1,122044.81114496164,0.0012190515138677724
M1.1,122998.28623203165,0.0013537121923064476
M1.1,123951.76131910167,0.0015032479585582981
M1.1,124905.23640617168,0.0016693019666606775
M1.1,125858.71149324169,0.001853698879172058
M1.1,126812.18658031171,0.002058464917235812
M1.1,127765.66166738172,0.0022858501254438847
M1.1,128719.13675445173,0.0025383530961549257
M1.1,129672.61184152175,0.002818748424946762
M1.1,130626.08692859176,0.003130117198893796
M1.1,131579.56201566177,0.0034758808526858076
M1.1,132533.0371027318,0.0038598387646116275
M1.1,133486.51218980178,0.004286210005526124
M1.1,134439.9872768718,0.004759679699553674
M1.1,135393.46236394183,0.005285450505956381
M1.1,136346.93745101182,0.005869299787868946
M1.1,137300.41253808184,0.0065176430960912305
M1.1,138253.88762515187,0.00723760466552168
M1.1,139207.36271222186,0.008037095698872536
M1.1,140160.83779929188,0.00892490129787706
M1.1,141114.3128863619,0.009910776997220738
M1.1,142067.7879734319,0.011005555961947012
M1.1,143021.26306050192,0.012221268026262095
M1.1,143974.73814757194,0.01357127188178077
M1.1,144928.21323464194,0.015070401867746677
M1.1,145881.68832171196,0.01673513097621187
M1.1,146835.16340878198,0.018583751863336526
M1.1,147788.63849585198,0.02063657785582718
M1.1,148742.113582922,0.022916166161247795
M1.1,149695.58866999202,0.02544756573491816
M1.1,150649.06375706202,0.028258592527054604
M1.1,151602.53884413204,0.03138013513466919
M1.1,152556.01393120206,0.03484649421684201
M1.1,153509.48901827206,0.03869575940298754
M1.1,154462.96410534208,0.04297022783572298
M1.1,155416.4391924121,0.047716868947437825
M1.1,156369.9142794821,0.05298784057770494
M1.1,157323.38936655212,0.058841062102819405
M1.1,158276.86445362214,0.06534085087522191
M1.1,159230.33954069213,0.07255862896624049
M1.1,160183.81462776216,0.08057370797809757
M1.1,161137.28971483218,0.08947416054898655
M1.1,162090.76480190217,0.09935778812763547
M1.1,163044.2398889722,0.11033319565162385
M1.1,163997.71497604222,0.12252098493840746
M1.1,164951.1900631122,0.13605507990247845
M1.1,165904.66515018223,0.151084198160629
M1.1,166858.14023725226,0.1677734851958614
M1.1,167811.61532432225,0.18630632903673774
M1.1,168765.09041139227,0.20688637539253746
M1.1,169718.5654984623,0.2297397653872607
M1.1,170672.0405855323,0.2551176204815342
M1.1,171625.5156726023,0.2832988018876473
M1.1,172578.9907596723,0.3145929747991881
M1.1,173532.46584674233,0.34934401110617014
M1.1,174485.94093381235,0.3879337679859179
M1.1,175439.41602088235,0.430786283890279
M1.1,176392.89110795237,0.47837243803621116
M1.1,177346.3661950224,0.5312151245999126
M1.1,178299.84128209238,0.5898949984704989
M1.1,179253.3163691624,0.6550568556996399
M1.1,180206.79145623243,0.7274167187578865
M1.1,181160.26654330242,0.8077697044531202
M1.1,182113.74163037245,0.8969987609666957
M1.1,183067.21671744247,0.9960843700130205
M1.1,184020.69180451246,1.1061153207335002
M1.1,184974.16689158248,1.2283006737123938
M1.1,185927.6419786525,1.363983046579482
M1.1,186881.1170657225,1.5146533671867566
M1.1,187834.59215279252,1.6819672564724226
M1.1,188788.06723986255,1.867763221033107
M1.1,189741.54232693254,2.0740828553110062
M1.2,0.0,3.368794326241135e-06
M1.2,1505.596266118401,3.0138080329244e-06
M1.2,3011.192532236802,2.6588217396076653e-06
M1.2,4516.788798355203,2.3038354462909303e-06
M1.2,6022.385064473604,1.9488491529741953e-06
M1.2,7527.981330592005,1.5938628596574604e-06
M1.2,9033.577596710405,1.238876566340726e-06
M1.2,10539.173862828808,8.83890273023991e-07
M1.2,12044.770128947208,7.092198581560284e-07
M1.2,13550.366395065608,7.092198581560284e-07
M1.2,15055.96266118401,7.092198581560284e-07
M1.2,16561.558927302412,7.092198581560284e-07
M1.2,18067.15519342081,7.092198581560284e-07
M1.2,19572.751459539213,7.092198581560284e-07
M1.2,21078.347725657615,7.092198581560284e-07
M1.2,22583.943991776014,7.092198581560284e-07
M1.2,24089.540257894416,7.092198581560284e-07
M1.2,25595.136524012818,7.092198581560284e-07
M1.2,27100.732790131216,7.092198581560284e-07
M1.2,28606.32905624962,7.092198581560284e-07
M1.2,30111.92532236802,7.092198581560284e-07
M1.2,31617.52158848642,7.092198581560284e-07
M1.2,33123.117854604825,7.092198581560284e-07
M1.2,34628.71412072322,7.092198581560284e-07
M1.2,36134.31038684162,7.092198581560284e-07
M1.2,37639.906652960024,7.092198581560284e-07
M1.2,39145.502919078426,7.092198581560284e-07
M1.2,40651.09918519683,7.092198581560284e-07
M1.2,42156.69545131523,7.092198581560284e-07
M1.2,43662.291717433625,7.092198581560284e-07
M1.2,45167.88798355203,7.092198581560284e-07
M1.2,46673.48424967043,7.092198581560284e-07
M1.2,48179.08051578883,7.092198581560284e-07
M1.2,49684.676781907234,7.092198581560284e-07
M1.2,51190.273048025636,7.092198581560284e-07
M1.2,52695.86931414404,7.092198581560284e-07
M1.2,54201.46558026243,7.092198581560284e-07
M1.2,55707.061846380835,7.092198581560284e-07
M1.2,57212.65811249924,7.092198581560284e-07
M1.2,58718.25437861764,7.092198581560284e-07
M1.2,60223.85064473604,7.092198581560284e-07
M1.2,61729.44691085444,7.092198581560284e-07
M1.2,63235.04317697284,7.092198581560284e-07
M1.2,64740.63944309124,7.092198581560284e-07
M1.2,66246.23570920965,7.092198581560284e-07
M1.2,67751.83197532804,7.092198581560284e-07
M1.2,69257.42824144644,7.092198581560284e-07
M1.2,70763.02450756484,7.092198581560284e-07
M1.2,72268.62077368324,7.092198581560284e-07
M1.2,73774.21703980165,7.092198581560284e-07
M1.2,75279.81330592005,7.092198581560284e-07
M1.2,76785.40957203845,7.092198581560284e-07
M1.2,78291.00583815685,7.092198581560284e-07
M1.2,79796.60210427525,7.092198581560284e-07
M1.2,81302.19837039366,7.092198581560284e-07
M1.2,82807.79463651206,7.092198581560284e-07
M1.2,84313.39090263046,7.092198581560284e-07
M1.2,85818.98716874886,7.092198581560284e-07
M1.2,87324.58343486725,7.092198581560284e-07
M1.2,88830.17970098565,7.092198581560284e-07
M1.2,90335.77596710405,7.140537191202216e-07
M1.2,91841.37223322246,7.945199322094972e-07
M1.2,93346.96849934086,8.840538264487376e-07
M1.2,94852.56476545926,9.836772324707095e-07
M1.2,96358.16103157766,1.0945271302859333e-06
M1.2,97863.75729769607,1.217868625385342e-06
M1.2,99369.35356381447,1.3551093871108614e-06
M1.2,100874.94982993287,1.507815714075852e-06
M1.2,102380.54609605127,1.6777304099865087e-06
M1.2,103886.14236216967,1.8667926738770531e-06
M1.2,105391.73862828808,2.0771602317615847e-06
M1.2,106897.33489440646,2.3112339622862693e-06
M1.2,108402.93116052487,2.571685297429005e-06
M1.2,109908.52742664327,2.8614867109647243e-06
M1.2,111414.12369276167,3.1839456426544997e-06
M1.2,112919.71995888007,3.542742245327712e-06
M1.2,114425.31622499847,3.941971385656466e-06
M1.2,115930.91249111688,4.386189377967852e-06
M1.2,117436.50875723528,4.880465984456688e-06
M1.2,118942.10502335368,5.430442275265883e-06
M1.2,120447.70128947208,6.042395008778625e-06
M1.2,121953.29755559048,6.723308266880557e-06
M1.2,123458.89382170889,7.480953162749532e-06
M1.2,124964.49008782729,8.323976530860228e-06
M1.2,126470.08635394568,9.261999611403194e-06
M1.2,127975.68262006408,1.0305727855382111e-05
M1.2,129481.27888618248,1.1467073103570132e-05
M1.2,130986.87515230088,1.2759289533727559e-05
M1.2,132492.4714184193,1.4197124927615953e-05
M1.2,133998.0676845377,1.579698898418602e-05
M1.2,135503.66395065608,1.7577140599860762e-05
M1.2,137009.26021677448,1.9557896253302584e-05
M1.2,138514.85648289288,2.17618618729134e-05
M1.2,140020.45274901128,2.4214190833320922e-05
M1.2,141526.04901512968,2.6942871025308443e-05
M1.2,143031.6452812481,2.9979044275453426e-05
M1.2,144537.2415473665,3.335736176094123e-05
M1.2,146042.8378134849,3.7116379475825534e-05
M1.2,147548.4340796033,4.129899826210396e-05
M1.2,149054.0303457217,4.595295342758717e-05
M1.2,150559.6266118401,5.1131359538462976e-05
M1.2,152065.2228779585,5.689331660415211e-05
M1.2,153570.8191440769,6.330458457271024e-05
M1.2,155076.4154101953,7.043833383464511e-05
M1.2,156582.0116763137,7.837598030048175e-05
M1.2,158087.6079424321,8.720811458263309e-05
M1.2,159593.2042085505,9.703553588612568e-05
M1.2,161098.8004746689,0.00010797040240774429
M1.2,162604.3967407873,0.00012013751137285226
M1.2,164109.99300690572,0.00013367572331866203
M1.2,165615.58927302412,0.00014873954687898917
M1.2,167121.18553914252,0.00016550090215729124
M1.2,168626.78180526092,0.00018415108281297647
M1.2,170132.37807137932,0.00020490293925384302
M1.2,171637.97433749773,0.00022799330785094646
M1.2,173143.57060361613,0.0002536857138999856
M1.2,174649.1668697345,0.0002822733791775105
M1.2,176154.7631358529,0.0003140825684165391
M1.2,177660.3594019713,0.00034947631289415496
M1.2,179165.9556680897,0.0003888585536275872
M1.2,180671.5519342081,0.00043267875146415434
M1.2,182177.1482003265,0.0004814370166790084
M1.2,183682.7444664449,0.0005356898166236517
M1.2,185188.34073256332,0.0005960563265653722
M1.2,186693.93699868172,0.000663225496198316
M1.2,188199.53326480012,0.000737963912474737
M1.2,189705.12953091852,0.000821124548493201
M1.2,191210.72579703692,0.0009136564982928567
M1.2,192716.32206315533,0.0010166158086548488
M1.2,194221.91832927373,0.0011311775315318553
M1.2,195727.51459539213,0.0012586491346574446
M1.2,197233.11086151053,0.0014004854233876005
M1.2,198738.70712762894,0.0015583051440741288
M1.2,200244.30339374734,0.001733909458460555
M1.2,201749.89965986574,0.0019293024999447433
M1.2,203255.49592598414,0.002146714246312371
M1.2,204761.09219210254,0.0023886259699826603
M1.2,206266.68845822095,0.0026577985562245094
M1.2,207772.28472433935,0.002957304012532518
M1.2,209277.88099045775,0.0032905605287725024
M1.2,210783.47725657615,0.003661371488230282
M1.2,212289.07352269453,0.004073968874788148
M1.2,213794.66978881293,0.004533061571625695
M1.2,215300.26605493133,0.005043889102667269
M1.2,216805.86232104973,0.005612281430115633
M1.2,218311.45858716813,0.0062447254905276086
M1.2,219817.05485328654,0.006948439228793595
M1.2,221322.65111940494,0.00773145397495425
M1.2,222828.24738552334,0.008602706104002886
M1.2,224333.84365164174,0.009572139024766871
M1.2,225839.43991776014,0.010650816661844465
M1.2,227345.03618387855,0.011851049725741556
M1.2,228850.63244999695,0.013186536212301763
M1.2,230356.22871611535,0.014672517734918643
M1.2,231861.82498223375,0.01632595347371548
M1.2,233367.42124835216,0.018165713726935866
M1.2,234873.01751447056,0.02021279527350545
M1.2,236378.61378058896,0.022490561004649193
M1.2,237884.21004670736,0.02502500655942788
M1.2,239389.80631282576,0.027845057007246352
M1.2,240895.40257894417,0.03098289696330565
M1.2,242400.99884506257,0.03447433790453357
M1.2,243906.59511118097,0.038359226878091054
M1.2,245412.19137729937,0.0426819012669526
M1.2,246917.78764341777,0.047491694802701635
M1.2,248423.38390953618,0.052843500600553095
M1.2,249928.98017565458,0.05879839764239818
M1.2,251434.57644177295,0.065424347857783
M1.2,252940.17270789135,0.07279697175845744
M1.2,254445.76897400976,0.08100041147863336
M1.2,255951.36524012816,0.09012829107064665
M1.2,257456.96150624656,0.10028478501566568
M1.2,258962.55777236496,0.11158580714411992
M1.2,260468.15403848336,0.1241603335347398
M1.2,261973.75030460177,0.13815187449016156
M1.2,263479.3465707202,0.15372011238843217
M1.2,264984.9428368386,0.17104272410284901
M1.2,266490.539102957,0.19031740878902054
M1.2,267996.1353690754,0.21176414418182032
M1.2,269501.7316351938,0.23562769715287263
M1.2,271007.32790131215,0.2621804171809933
M1.2,272512.92416743055,0.29172534461686433
M1.2,274018.52043354895,0.3245996692158663
M1.2,275524.11669966736,0.36117857841056017
M1.2,277029.71296578576,0.40187953924229475
M1.2,278535.30923190416,0.44716706282067925
M1.2,280040.90549802256,0.497558005686668
M1.2,281546.50176414096,0.5536274685825225
M1.2,283052.09803025937,0.61601535995003
M1.2,284557.69429637777,0.6854336990647373
M1.2,286063.2905624962,0.7626747421552628
M1.2,287568.8868286146,0.848620024249285
M1.2,289074.483094733,0.944250419938845
M1.2,290580.0793608514,1.0506573378862103
M1.2,292085.6756269698,1.1690551768307729
M1.2,293591.2718930882,1.3007951852546353
M1.2,295096.8681592066,1.4473808828841712
M1.2,296602.464425325,1.6104852200298363
M1.2,298108.0606914434,1.7919696705999062
M1.2,299613.6569575618,1.9939054766925748
M2.1,0.0,2.0386266094420603e-06
M2.1,2545.610569141191,1.818829789776026e-06
M2.1,5091.221138282382,1.5990329701099915e-06
M2.1,7636.831707423573,1.3792361504439576e-06
M2.1,10182.442276564763,1.1594393307779233e-06
M2.1,12728.052845705954,9.396425111118892e-07
M2.1,15273.663414847146,7.198456914458549e-07
M2.1,17819.273983988336,5.000488717798206e-07
M2.1,20364.884553129526,4.2918454935622317e-07
M2.1,22910.495122270717,4.2918454935622317e-07
M2.1,25456.105691411907,4.2918454935622317e-07
M2.1,28001.716260553098,4.2918454935622317e-07
M2.1,30547.32682969429,4.2918454935622317e-07
M2.1,33092.93739883548,4.2918454935622317e-07
M2.1,35638.54796797667,4.2918454935622317e-07
M2.1,38184.15853711786,4.2918454935622317e-07
M2.1,40729.76910625905,4.2918454935622317e-07
M2.1,43275.37967540025,4.2918454935622317e-07
M2.1,45820.990244541434,4.2918454935622317e-07
M2.1,48366.60081368263,4.2918454935622317e-07
M2.1,50912.211382823814,4.2918454935622317e-07
M2.1,53457.82195196501,4.2918454935622317e-07
M2.1,56003.432521106195,4.2918454935622317e-07
M2.1,58549.04309024739,4.2918454935622317e-07
M2.1,61094.65365938858,4.2918454935622317e-07
M2.1,63640.26422852977,4.2918454935622317e-07
M2.1,66185.87479767096,4.2918454935622317e-07
M2.1,68731.48536681215,4.2918454935622317e-07
M2.1,71277.09593595334,4.2918454935622317e-07
M2.1,73822.70650509454,4.2918454935622317e-07
M2.1,76368.31707423572,4.2918454935622317e-07
M2.1,78913.92764337691,4.2918454935622317e-07
M2.1,81459.5382125181,4.2918454935622317e-07
M2.1,84005.1487816593,4.2918454935622317e-07
M2.1,86550.7593508005,4.2918454935622317e-07
M2.1,89096.36991994167,4.2918454935622317e-07
M2.1,91641.98048908287,4.2918454935622317e-07
M2.1,94187.59105822406,4.2918454935622317e-07
M2.1,96733.20162736526,4.2918454935622317e-07
M2.1,99278.81219650643,4.2918454935622317e-07
M2.1,101824.42276564763,4.2918454935622317e-07
M2.1,104370.03333478882,4.2918454935622317e-07
M2.1,106915.64390393002,4.2918454935622317e-07
M2.1,109461.25447307121,4.2918454935622317e-07
M2.1,112006.86504221239,4.2918454935622317e-07
M2.1,114552.47561135358,4.2918454935622317e-07
M2.1,117098.08618049478,4.2918454935622317e-07
M2.1,119643.69674963597,4.2918454935622317e-07
M2.1,122189.30731877717,4.2918454935622317e-07
M2.1,124734.91788791835,4.2918454935622317e-07
M2.1,127280.52845705954,4.2918454935622317e-07
M2.1,129826.13902620073,4.2918454935622317e-07
M2.1,132371.7495953419,4.2918454935622317e-07
M2.1,134917.3601644831,4.2918454935622317e-07
M2.1,137462.9707336243,4.2918454935622317e-07
M2.1,140008.5813027655,4.2918454935622317e-07
M2.1,142554.1918719067,4.2918454935622317e-07
M2.1,145099.80244104788,4.2918454935622317e-07
M2.1,147645.41301018908,4.2918454935622317e-07
M2.1,150191.02357933027,4.4937318459773206e-07
M2.1,152736.63414847144,5.012511942313286e-07
M2.1,155282.24471761263,5.59118274810386e-07
M2.1,157827.85528675382,6.236658362606733e-07
M2.1,160373.46585589502,6.956651085150681e-07
M2.1,162919.0764250362,7.759763563560104e-07
M2.1,165464.6869941774,8.655591580679481e-07
M2.1,168010.2975633186,9.654838707116134e-07
M2.1,170555.9081324598,1.0769444190100086e-06
M2.1,173101.518701601,1.201272560650821e-06
M2.1,175647.12927074215,1.3399537984505476e-06
M2.1,178192.73983988335,1.4946451295027547e-06
M2.1,180738.35040902454,1.6671948433815732e-06
M2.1,183283.96097816573,1.8596646059542038e-06
M2.1,185829.57154730693,2.0743540926651524e-06
M2.1,188375.18211644812,2.313828465616681e-06
M2.1,190920.79268558932,2.580949022748296e-06
M2.1,193466.4032547305,2.878907385319077e-06
M2.1,196012.0138238717,3.211263632173268e-06
M2.1,198557.62439301287,3.5819888364264577e-06
M2.1,201103.23496215406,3.995512512811192e-06
M2.1,203648.84553129526,4.456775542594169e-06
M2.1,206194.45610043645,4.971289208425062e-06
M2.1,208740.06666957765,5.545201044479401e-06
M2.1,211285.67723871884,6.185368288689257e-06
M2.1,213831.28780786003,6.899439814686547e-06
M2.1,216376.89837700123,7.695947522401989e-06
M2.1,218922.50894614242,8.584408279276545e-06
M2.1,221468.1195152836,9.57543763010373e-06
M2.1,224013.73008442478,1.0680876634135772e-05
M2.1,226559.34065356597,1.1913933344933883e-05
M2.1,229104.95122270717,1.328934062339844e-05
M2.1,231650.56179184836,1.482353216956728e-05
M2.1,234196.17236098956,1.6534838876453133e-05
M2.1,236741.78293013075,1.8443707852002886e-05
M2.1,239287.39349927194,2.057294672610698e-05
M2.1,241833.00406841314,2.2947996161697736e-05
M2.1,244378.61463755433,2.5597233825965567e-05
M2.1,246924.2252066955,2.855231345361536e-05
M2.1,249469.8357758367,3.184854305337239e-05
M2.1,252015.44634497789,3.552530677664159e-05
M2.1,254561.05691411908,3.962653548890861e-05
M2.1,257106.66748326027,4.4201231666385124e-05
M2.1,259652.27805240147,4.9304054889489236e-05
M2.1,262197.88862154266,5.499597492878134e-05
M2.1,264743.4991906838,6.134500022658212e-05
M2.1,267289.10975982505,6.842699047835142e-05
M2.1,269834.7203289662,7.632656302274273e-05
M2.1,272380.33089810744,8.513810387010735e-05
M2.1,274925.9414672486,9.496689544945665e-05
M2.1,277471.5520363898,0.00010593037454848214
M2.1,280017.162605531,0.00011815953547680063
M2.1,282562.77317467215,0.0001318004952177651
M2.1,285108.3837438134,0.00014701623926965162
M2.1,287653.99431295454,0.0001639885690359536
M2.1,290199.60488209577,0.0001829202740326874
M2.1,292745.21545123693,0.00020403755486675114
M2.1,295290.82602037815,0.00022759272593568904
M2.1,297836.4365895193,0.00025386723014135846
M2.1,300382.04715866054,0.0002831750016380437
M2.1,302927.6577278017,0.0003158662167939342
M2.1,305473.2682969429,0.00035233147818337874
M2.1,308018.8788660841,0.00039300648160126
M2.1,310564.48943522526,0.0004383772218621123
